id,questions,sparq,answer
964,die Produzenten von MODE32,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MODE32>    },Connectix
965,der Produzent von MacDraw,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacDraw>    },Claris
966,die Produzenten von MacDraw,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacDraw>    },Claris
967,der Produzent von MacOS,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacOS>    },The Omni Group
968,die Produzenten von MacOS,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacOS>    },The Omni Group
969,der Produzent von Mac OS,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacOS>    },The Omni Group
970,die Produzenten von Mac OS,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacOS>    },The Omni Group
971,der Produzent von MacWrite,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
972,die Produzenten von MacWrite,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/MacWrite>    },Claris
973,der Produzent von Mac OS X Snow Leopard,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
974,die Produzenten von Mac OS X Snow Leopard,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mac_OS_X_Snow_Leopard>    },SnapStream
975,der Produzent von Maschinengewehr,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
976,die Produzenten von Maschinengewehr,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_gun>    },Maxim Nordenfelt Guns and Ammunition Company
977,der Produzent von Maschinelles Lernen,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
978,die Produzenten von Maschinelles Lernen,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Machine_learning>    },Trace3
979,der Produzent von Mad Dog McCree,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
980,die Produzenten von Mad Dog McCree,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mad_Dog_McCree>    },American Laser Games
981,der Produzent von Madden NFL,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
982,die Produzenten von Madden NFL,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madden_NFL>    },EA Tiburon
983,der Produzent von Madlax,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madlax>    },Bee Train Production
984,die Produzenten von Madlax,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Madlax>    },Bee Train Production
985,der Produzent von Mafia III,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mafia_III>    },Hangar 13 (company)
986,die Produzenten von Mafia III,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mafia_III>    },Hangar 13 (company)
987,der Produzent von Mage Knight,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mage_Knight>    },WizKids
988,die Produzenten von Mage Knight,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mage_Knight>    },WizKids
989,der Produzent von Magic: The Gathering,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magic:_The_Gathering>    },Wizards of the Coast
990,die Produzenten von Magic: The Gathering,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magic:_The_Gathering>    },Wizards of the Coast
991,der Produzent von Mamfies Abenteuer,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magic_Adventures_of_Mumfie>    },Gullane Entertainment
992,die Produzenten von Mamfies Abenteuer,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magic_Adventures_of_Mumfie>    },Gullane Entertainment
993,der Produzent von Magic Carpet (Computerspiel),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magic_Carpet_(video_game)>    },Bullfrog Productions
994,die Produzenten von Magic Carpet (Computerspiel),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magic_Carpet_(video_game)>    },Bullfrog Productions
995,der Produzent von Magix Music Maker,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magix_Music_Maker>    },Magix
996,die Produzenten von Magix Music Maker,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magix_Music_Maker>    },Magix
997,der Produzent von Magnesit,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magnesite>    },National Mineral Development Corporation
998,die Produzenten von Magnesit,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magnesite>    },National Mineral Development Corporation
999,der Produzent von Magnesium,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magnesium>    },Dead Sea Works
1000,die Produzenten von Magnesium,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magnesium>    },Dead Sea Works
1001,der Produzent von Magnesiumchlorid,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magnesium_chloride>    },South Bay Salt Works
1002,die Produzenten von Magnesiumchlorid,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magnesium_chloride>    },South Bay Salt Works
1003,der Produzent von Magnetresonanztomographie,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magnetic_resonance_imaging>    },Esaote
1004,die Produzenten von Magnetresonanztomographie,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Magnetic_resonance_imaging>    },Esaote
1005,der Produzent von Mahan-Klasse,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mahan-class_destroyer>    },Gibbs & Cox
1006,die Produzenten von Mahan-Klasse,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mahan-class_destroyer>    },Gibbs & Cox
1007,der Produzent von Briefverteilanlage,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mail_sorter>    },Pitney Bowes
1008,die Produzenten von Briefverteilanlage,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Mail_sorter>    },Pitney Bowes
1009,der Produzent von Maine (Loire),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Maine>    },MaineToday Media
1010,die Produzenten von Maine (Loire),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Maine>    },MaineToday Media
1011,der Produzent von Maine,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Maine>    },MaineToday Media
1012,die Produzenten von Maine,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Maine>    },MaineToday Media
1013,der Produzent von Mais,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Maize>    },Elixir Group
1014,die Produzenten von Mais,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Maize>    },Elixir Group
1015,der Produzent von Majesty: The Fantasy Kingdom Sim,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Majesty:_The_Fantasy_Kingdom_Sim>    },HeroCraft
1016,die Produzenten von Majesty: The Fantasy Kingdom Sim,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Majesty:_The_Fantasy_Kingdom_Sim>    },HeroCraft
1017,der Produzent von Teppich,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Carpet>    },Menards
1018,die Produzenten von Teppich,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Carpet>    },Menards
1019,der Produzent von Wagen,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Carriage>    },W.F. Stewart Company
1020,die Produzenten von Wagen,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Carriage>    },W.F. Stewart Company
1021,der Produzent von Patrone (Munition),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cartridge_(firearms)>    },Eley Brothers
1022,die Produzenten von Patrone (Munition),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cartridge_(firearms)>    },Eley Brothers
1023,der Produzent von Etui,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_(goods)>    },Hora (company)
1024,die Produzenten von Etui,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_(goods)>    },Hora (company)
1025,der Produzent von Fallrecht,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
1026,die Produzenten von Fallrecht,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Case_law>    },Westlaw
1027,der Produzent von Casein,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
1028,die Produzenten von Casein,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casein>    },Amos Dairies Uganda Limited
1029,der Produzent von Abholgro??markt,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
1030,die Produzenten von Abholgro??markt,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_and_carry_(wholesale)>    },Metro AG
1031,der Produzent von Cash Crops,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
1032,die Produzenten von Cash Crops,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_crop>    },London Company
1033,der Produzent von Cash Management,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
1034,die Produzenten von Cash Management,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
1035,der Produzent von Treasury,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
1036,die Produzenten von Treasury,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_management>    },Redstone Federal Credit Union
1037,der Produzent von Registrierkasse,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
1038,die Produzenten von Registrierkasse,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cash_register>    },Brandst??tter Group
1039,der Produzent von Cashback-System,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
1040,die Produzenten von Cashback-System,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cashback_reward_program>    },Nubank
1041,der Produzent von Kassettenrekorder,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cassette_deck>    },Realistic (brand)
1042,die Produzenten von Kassettenrekorder,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cassette_deck>    },Realistic (brand)
1043,der Produzent von Gusseisen,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cast_iron>    },Head Wrightson
1044,die Produzenten von Gusseisen,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cast_iron>    },Head Wrightson
1045,der Produzent von Kastagnetten,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Castanets>    },Meinl Percussion
1046,die Produzenten von Kastagnetten,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Castanets>    },Meinl Percussion
1047,der Produzent von Kastellan,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Castellan>    },Runewaker Entertainment
1048,die Produzenten von Kastellan,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Castellan>    },Runewaker Entertainment
1049,der Produzent von Gie??en (Urformen),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casting>    },Doosan Heavy Industries & Construction
1050,die Produzenten von Gie??en (Urformen),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casting>    },Doosan Heavy Industries & Construction
1051,der Produzent von Gie??en (Metall),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casting_(metalworking)>    },William Beardmore and Company
1052,die Produzenten von Gie??en (Metall),select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casting_(metalworking)>    },William Beardmore and Company
1053,der Produzent von Casual Game,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casual_game>    },HipSoft
1054,die Produzenten von Casual Game,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Casual_game>    },HipSoft
1055,der Produzent von Katzenauge,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cat's_eye_(road)>    },Reflecting Roadstuds Ltd
1056,die Produzenten von Katzenauge,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cat's_eye_(road)>    },Reflecting Roadstuds Ltd
1057,der Produzent von Katalogisierung,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Cataloging>    },Nylink
